"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
17,37,16,56987,16,9,9,9,9,9,9,9,9
26,49,16,71954,16,7,7,7,7,7,7,7,7
23,9,16,19228,16,8,7,8,8,8,9,9,9
26,2,16,7144,16,8,7,7,7,7,7,7,7
19,19,16,34366,16,7,3,7,7,6,7,7,4
24,32,16,50416,16,7,3,7,7,6,7,7,3
26,26,16,42825,16,7,6,3,6,6,6,6,6
9,22,16,37394,16,9,8,9,9,9,8,9,1
2,15,16,30144,16,7,7,7,9,8,8,9,8
7,46,16,68152,16,7,6,6,7,7,6,7,5
17,24,16,41174,16,9,9,7,8,5,7,7,5
22,27,16,43493,16,9,9,8,8,7,8,9,9
21,1,16,4003,16,6,7,5,6,2,2,6,6
6,29,16,47890,16,6,5,6,7,7,7,7,7
7,3,16,7749,16,7,7,7,7,7,7,7,8
15,39,16,60554,16,9,7,7,7,8,8,8,9
1,38,16,59109,16,7,4,7,7,6,8,8,8
29,31,16,49616,16,9,7,8,8,8,8,8,8
7,48,16,69340,16,8,7,8,8,7,6,7,8
15,45,16,66798,16,8,8,7,8,7,3,6,8
17,8,16,18269,16,7,7,7,7,8,8,7,7
20,40,16,61579,16,8,9,8,8,7,8,8,8
28,43,16,65009,16,7,7,7,7,7,5,6,7
7,16,16,32930,16,6,6,5,5,5,4,4,4
1,33,16,51074,16,7,6,6,8,3,6,7,2
23,13,16,28918,16,7,7,7,4,2,7,6,7
16,11,16,24301,16,8,8,7,7,6,7,7,4
3,12,16,28271,16,5,4,3,3,1,3,3,1
8,41,16,62215,16,7,7,4,6,4,3,3,4
17,14,16,29637,16,7,7,3,3,3,6,3,4
23,10,16,23616,16,7,5,5,6,5,6,6,7
12,35,16,52757,16,9,9,9,6,4,7,7,6
25,25,16,41584,16,9,5,8,9,9,9,9,9
29,4,16,10428,16,9,9,9,6,4,9,7,6
2,17,16,33061,16,8,8,9,9,9,6,8,9
4,7,16,14854,16,8,8,8,8,8,5,8,7
12,20,16,34938,16,8,8,8,7,6,6,5,3
11,34,16,51979,16,7,8,3,4,7,3,4,3
26,23,16,38729,16,9,8,8,9,8,8,8,4
26,47,16,69312,16,8,7,7,9,9,5,9,8
18,22,16,37394,16,9,9,9,8,8,7,8,9
7,24,16,41174,16,8,7,7,7,7,7,7,3
18,25,16,41584,16,9,9,9,9,7,8,7,9
