"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
24,10,7,23616,7,3,3,3,7,4,3,3,3
1,35,7,52757,7,6,3,4,7,4,5,4,1
26,24,7,41174,7,7,6,7,7,7,7,8,8
4,37,7,56987,7,6,5,6,7,6,5,6,4
6,6,7,12905,7,7,7,6,7,7,6,7,7
15,29,7,47890,7,3,3,1,5,3,1,1,1
18,26,7,42825,7,7,3,5,6,3,6,3,4
5,21,7,35576,7,8,9,9,9,9,9,9,9
23,39,7,60554,7,6,6,7,7,7,8,8,8
10,35,7,52757,7,8,7,8,8,9,8,8,8
29,39,7,60554,7,7,7,8,8,7,6,8,7
26,24,7,41174,7,6,4,5,6,5,3,6,6
6,15,7,30144,7,6,3,4,4,3,3,4,7
25,6,7,12905,7,7,3,6,7,7,7,7,7
11,14,7,29637,7,7,3,5,6,3,6,5,4
14,10,7,23616,7,6,6,6,6,6,6,6,6
8,26,7,42825,7,3,3,4,5,2,5,2,1
24,3,7,7749,7,7,6,7,6,4,5,5,4
18,42,7,64407,7,6,4,3,6,5,4,3,2
15,34,7,51979,7,6,4,6,4,3,5,4,3
10,13,7,28918,7,2,1,1,4,2,1,1,1
8,42,7,64407,7,9,9,8,8,7,6,7,8
13,37,7,56987,7,9,9,8,8,5,8,8,8
1,21,7,35576,7,7,1,6,8,4,6,6,3
17,39,7,60554,7,7,6,7,8,7,9,7,7
16,29,7,47890,7,6,6,5,6,4,4,5,4
15,6,7,12905,7,5,4,5,7,7,6,5,4
30,15,7,30144,7,5,4,4,3,3,5,3,3
22,34,7,51979,7,9,8,8,9,4,7,8,4
29,10,7,23616,7,9,9,7,9,4,7,4,4
15,3,7,7749,7,9,6,6,8,7,9,6,6
9,35,7,52757,7,3,5,6,6,4,3,3,5
11,26,7,42825,7,3,5,3,4,4,2,3,3
11,14,7,29637,7,7,4,7,7,6,7,7,6
13,13,7,28918,7,4,1,1,4,6,7,1,1
30,15,7,30144,7,7,7,6,7,7,7,7,7
25,37,7,56987,7,7,3,5,6,3,7,4,3
28,42,7,64407,7,5,4,2,2,1,3,2,2
22,14,7,29637,7,4,3,3,6,3,4,3,2
12,29,7,47890,7,6,5,4,4,3,4,4,3
24,13,7,28918,7,7,4,4,5,2,5,3,3
29,24,7,41174,7,6,2,2,4,1,2,2,2
3,3,7,7749,7,3,2,2,6,3,3,2,3
25,34,7,51979,7,6,6,4,7,4,7,4,3
14,21,7,35576,7,7,5,7,9,9,5,9,9
