"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
16,21,12,35576,12,7,6,7,7,7,6,8,7
29,10,12,23616,12,6,4,6,6,4,6,6,7
7,13,12,28918,12,1,1,1,1,1,1,1,1
27,15,12,30144,12,8,5,7,8,6,5,7,5
11,29,12,47890,12,1,2,2,1,1,5,1,1
18,42,12,64407,12,7,4,7,7,6,7,7,5
30,35,12,52757,12,7,4,7,7,7,7,8,8
15,24,12,41174,12,9,9,9,9,9,9,9,9
24,14,12,29637,12,5,3,5,6,6,7,6,8
17,39,12,60554,12,9,8,8,9,9,9,9,9
24,34,12,51979,12,6,6,4,3,1,4,2,1
7,26,12,42825,12,7,6,5,4,3,6,5,7
12,39,12,60554,12,9,8,8,9,9,9,9,9
1,10,12,23616,12,5,2,5,2,1,5,2,6
28,14,12,29637,12,8,8,8,8,8,8,8,8
15,21,12,35576,12,9,8,8,9,9,7,9,9
5,37,12,56987,12,4,3,2,4,5,3,4,4
12,24,12,41174,12,9,7,7,7,3,5,6,5
25,3,12,7749,12,9,4,5,3,1,5,2,1
2,26,12,42825,12,7,7,5,4,4,5,5,5
21,42,12,64407,12,7,7,7,7,7,7,7,7
25,35,12,52757,12,7,6,7,7,6,6,6,6
14,29,12,47890,12,9,8,9,9,9,1,9,9
15,6,12,12905,12,9,1,8,6,5,7,6,5
14,13,12,28918,12,7,7,7,4,3,7,5,7
4,34,12,51979,12,9,6,7,7,5,6,5,6
27,15,12,30144,12,9,7,7,7,6,5,6,7
18,26,12,42825,12,9,8,9,9,9,8,9,9
2,14,12,29637,12,9,7,7,9,8,9,8,8
22,10,12,23616,12,6,6,5,4,4,3,5,4
24,35,12,52757,12,6,4,4,6,7,4,5,4
24,39,12,60554,12,9,8,8,9,9,8,9,9
20,13,12,28918,12,6,5,2,4,3,3,2,1
21,3,12,7749,12,9,9,8,7,8,9,8,7
29,21,12,35576,12,9,6,7,7,8,9,9,7
5,6,12,12905,12,3,2,3,5,5,4,4,6
24,15,12,30144,12,9,9,9,9,9,9,9,9
8,29,12,47890,12,4,5,4,4,4,5,3,4
13,42,12,64407,12,9,8,9,9,9,9,9,9
4,34,12,51979,12,9,8,9,9,9,7,9,9
8,37,12,56987,12,7,7,7,6,7,7,7,8
21,37,12,56987,12,8,8,6,6,3,7,6,1
5,6,12,12905,12,6,5,6,6,3,6,3,3
22,3,12,7749,12,6,7,6,7,4,6,6,6
10,24,12,41174,12,6,7,6,4,1,3,4,3
