"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
5,15,3,30144,3,8,4,6,4,4,5,4,3
13,29,3,47890,3,7,6,7,7,3,5,4,4
20,32,3,50416,3,6,5,6,7,4,5,5,4
16,35,3,52757,3,9,6,9,9,9,9,9,9
25,23,3,38729,3,9,5,9,9,9,9,9,9
12,45,3,66798,3,7,3,7,9,8,8,8,9
18,10,3,23616,3,7,3,6,6,5,6,3,4
10,16,3,32930,3,7,5,5,5,4,6,5,5
13,7,3,14854,3,9,2,3,7,6,7,6,5
17,42,3,64407,3,9,2,5,8,4,6,6,5
21,13,3,28918,3,7,3,5,7,5,7,5,5
24,4,3,10428,3,8,4,6,7,6,7,7,6
1,38,3,59109,3,7,3,6,7,8,8,7,5
3,26,3,42825,3,3,3,3,4,5,3,3,3
11,20,3,34938,3,8,5,8,8,7,8,8,9
14,1,3,4003,3,9,3,8,8,8,8,9,8
19,11,3,24301,3,5,5,6,6,6,5,4,5
12,5,3,11579,3,8,3,5,6,2,7,4,3
15,34,3,51979,3,9,3,6,7,3,8,6,4
17,12,3,28271,3,7,3,6,7,3,8,6,4
21,25,3,41584,3,9,2,6,7,3,8,6,4
3,48,3,69340,3,7,1,3,3,1,5,4,1
11,47,3,69312,3,9,9,8,8,6,9,8,7
27,50,3,72192,3,8,8,8,8,1,7,7,3
10,40,3,61579,3,7,1,4,6,3,6,3,3
24,3,3,7749,3,7,3,7,7,5,5,6,7
25,24,3,41174,3,7,3,7,7,7,7,7,7
3,9,3,19228,3,9,8,9,9,7,9,8,6
26,43,3,65009,3,9,3,7,9,7,9,6,4
29,36,3,54927,3,9,2,9,9,3,9,7,2
3,39,3,60554,3,9,3,9,9,8,3,9,7
7,41,3,62215,3,6,6,4,9,9,7,7,9
19,6,3,12905,3,9,7,7,9,8,9,9,9
5,28,3,45600,3,7,4,7,9,5,7,5,2
8,19,3,34366,3,9,7,7,8,8,6,6,3
23,18,3,33575,3,8,1,3,9,5,4,4,3
8,30,3,47964,3,9,9,9,9,9,5,9,9
19,40,3,61579,3,7,7,7,8,7,7,6,6
20,47,3,69312,3,7,6,6,7,6,5,6,8
23,43,3,65009,3,6,5,4,6,3,5,2,2
28,36,3,54927,3,7,3,7,8,5,5,8,3
22,18,3,33575,3,7,6,7,7,7,7,7,7
25,48,3,69340,3,9,9,9,9,9,9,9,9
17,22,3,37394,3,9,9,9,9,9,9,9,9
13,42,3,64407,3,7,6,7,7,8,7,7,6
18,33,3,51074,3,7,7,8,7,7,6,6,7
22,3,3,7749,3,6,6,6,6,7,6,6,5
15,1,3,4003,3,7,3,7,7,7,7,7,7
24,27,3,43493,3,7,3,6,7,6,7,7,7
24,14,3,29637,3,9,4,5,5,1,5,3,1
20,5,3,11579,3,7,7,7,7,6,6,7,6
6,12,3,28271,3,9,9,9,9,9,9,9,9
18,11,3,24301,3,3,3,6,6,3,2,2,2
11,13,3,28918,3,8,1,7,8,6,7,7,7
19,15,3,30144,3,4,1,3,8,8,5,6,4
19,35,3,52757,3,9,9,9,9,9,1,9,9
22,32,3,50416,3,7,6,7,7,5,1,7,7
19,46,3,68152,3,4,4,7,8,9,7,8,6
23,34,3,51979,3,3,3,3,9,9,9,8,9
24,23,3,38729,3,9,1,7,4,3,6,5,1
14,7,3,14854,3,9,3,9,8,4,9,6,3
19,4,3,10428,3,9,5,9,9,7,9,8,7
1,19,3,34366,3,8,3,5,8,7,8,7,6
18,6,3,12905,3,7,8,7,7,5,7,6,4
23,29,3,47890,3,6,4,5,7,5,9,6,5
29,26,3,42825,3,8,3,7,7,4,6,6,4
4,30,3,47964,3,7,3,4,6,3,5,3,4
5,37,3,56987,3,7,3,7,8,3,7,7,5
13,21,3,35576,3,8,5,5,6,6,6,6,6
18,25,3,41584,3,6,6,6,6,4,4,5,4
14,38,3,59109,3,9,8,8,7,9,8,9,9
13,49,3,71954,3,7,6,6,7,7,6,6,6
16,44,3,66742,3,5,5,5,4,4,4,4,5
6,8,3,18269,3,7,4,6,6,5,7,6,5
5,28,3,45600,3,7,3,4,4,4,3,4,3
6,2,3,7144,3,9,6,7,8,7,6,7,7
11,21,3,35576,3,9,8,8,7,7,7,8,8
28,33,3,51074,3,1,1,6,5,6,6,5,4
20,31,3,49616,3,9,6,8,9,8,8,7,7
13,5,3,11579,3,7,6,7,7,6,9,6,6
20,20,3,34938,3,7,6,7,7,6,9,6,6
27,18,3,33575,3,8,7,7,7,6,9,7,7
28,47,3,69312,3,5,3,4,5,2,4,3,2
3,16,3,32930,3,3,4,4,6,6,4,4,3
30,36,3,54927,3,9,9,9,9,9,9,9,9
6,35,3,52757,3,8,8,8,8,7,8,8,7
9,42,3,64407,3,8,7,7,7,7,7,7,7
13,17,3,33061,3,4,4,5,2,5,4,3,6
3,17,3,33061,3,9,3,5,6,3,8,3,2
7,49,3,71954,3,7,3,3,4,3,4,3,2
11,14,3,29637,3,8,2,3,6,5,6,4,4
8,19,3,34366,3,8,3,7,9,8,8,8,6
16,8,3,18269,3,9,5,6,8,4,7,4,3
18,32,3,50416,3,6,5,5,8,4,5,4,6
26,3,3,7749,3,9,2,4,5,3,8,2,2
27,7,3,14854,3,8,3,4,8,5,7,7,3
1,9,3,19228,3,9,5,9,9,7,5,8,7
26,34,3,51979,3,8,1,6,7,7,7,6,4
6,26,3,42825,3,7,2,5,5,4,6,5,4
10,48,3,69340,3,7,2,5,6,4,7,4,4
29,37,3,56987,3,6,2,4,6,4,4,4,2
9,29,3,47890,3,6,3,5,7,3,4,4,3
10,28,3,45600,3,6,6,6,7,5,7,5,3
7,1,3,4003,3,7,6,5,6,4,8,6,5
24,13,3,28918,3,3,3,3,3,3,5,2,3
27,50,3,72192,3,8,4,8,8,6,8,7,7
12,4,3,10428,3,8,7,8,9,9,8,9,8
23,45,3,66798,3,9,9,9,9,9,9,9,9
28,44,3,66742,3,9,6,7,8,4,6,6,7
27,23,3,38729,3,9,6,2,7,6,8,6,6
13,46,3,68152,3,7,5,6,8,6,7,7,8
15,24,3,41174,3,5,1,5,8,8,2,6,6
19,43,3,65009,3,9,1,7,9,5,5,4,3
22,45,3,66798,3,9,1,9,9,3,6,3,1
2,31,3,49616,3,7,4,6,8,5,8,6,4
16,27,3,43493,3,3,3,2,3,4,2,3,5
22,10,3,23616,3,7,7,6,8,7,7,7,6
20,44,3,66742,3,9,3,9,9,9,9,9,9
22,46,3,68152,3,7,4,6,4,4,4,4,3
3,41,3,62215,3,7,3,3,7,2,7,2,1
15,16,3,32930,3,6,5,3,5,3,5,3,2
17,2,3,7144,3,7,3,7,7,5,7,6,5
26,9,3,19228,3,8,5,9,8,7,7,8,7
28,17,3,33061,3,6,1,5,6,5,4,5,2
4,33,3,51074,3,2,2,2,2,1,3,1,1
9,25,3,41584,3,7,3,7,7,6,7,5,3
14,24,3,41174,3,7,4,6,6,4,8,6,4
5,14,3,29637,3,7,5,6,7,6,6,7,6
13,10,3,23616,3,8,7,7,8,8,7,8,8
23,30,3,47964,3,7,5,6,8,5,5,5,5
8,27,3,43493,3,6,4,6,6,6,6,6,6
13,12,3,28271,3,7,3,6,5,4,5,5,6
21,20,3,34938,3,6,3,4,3,1,4,2,3
6,39,3,60554,3,6,7,5,7,5,7,5,3
10,11,3,24301,3,7,3,7,9,4,4,4,4
2,38,3,59109,3,9,7,5,2,1,4,1,1
3,6,3,12905,3,7,7,6,7,2,5,2,1
4,50,3,72192,3,7,3,6,7,6,7,6,6
6,49,3,71954,3,7,4,3,8,4,7,4,3
9,41,3,62215,3,6,6,5,7,6,7,4,4
18,37,3,56987,3,7,2,4,6,3,7,3,4
22,21,3,35576,3,6,5,5,6,5,7,3,5
7,8,3,18269,3,9,1,9,9,6,9,7,6
20,40,3,61579,3,9,3,9,9,7,9,6,7
9,31,3,49616,3,7,1,3,4,1,5,3,1
13,22,3,37394,3,3,3,3,7,7,6,4,6
1,15,3,30144,3,6,6,6,6,6,6,6,6
13,39,3,60554,3,6,6,6,4,4,6,5,4
20,2,3,7144,3,8,8,8,8,4,8,8,8
21,22,3,37394,3,6,6,6,6,3,6,6,6
