"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
8,34,9,51979,9,7,6,6,6,3,7,5,4
22,35,9,52757,9,7,3,7,6,4,7,7,6
13,13,9,28918,9,9,7,7,7,7,8,8,7
9,6,9,12905,9,6,4,6,6,4,6,4,4
1,26,9,42825,9,7,6,7,7,6,7,7,7
9,42,9,64407,9,6,3,3,4,1,6,3,1
13,21,9,35576,9,7,6,6,5,1,6,5,1
6,29,9,47890,9,9,8,7,3,3,7,7,3
27,3,9,7749,9,9,9,9,9,8,9,9,9
26,10,9,23616,9,8,7,7,8,7,7,7,7
20,15,9,30144,9,8,6,4,4,3,4,4,7
25,42,9,64407,9,7,5,3,4,6,4,4,9
15,37,9,56987,9,9,9,9,8,8,9,8,8
1,15,9,30144,9,7,5,3,3,3,4,3,2
9,24,9,41174,9,7,6,7,7,6,6,7,6
4,13,9,28918,9,7,5,6,6,5,4,7,6
21,14,9,29637,9,7,3,5,5,1,5,1,1
15,10,9,23616,9,9,8,8,6,1,5,4,1
14,34,9,51979,9,8,8,7,7,6,6,8,5
2,37,9,56987,9,3,5,5,7,5,3,3,3
13,29,9,47890,9,7,3,7,5,5,7,6,3
24,35,9,52757,9,8,6,4,8,6,5,7,5
29,6,9,12905,9,7,6,8,8,5,1,5,6
12,26,9,42825,9,1,1,3,6,6,6,6,3
3,39,9,60554,9,7,7,7,7,7,7,7,7
19,21,9,35576,9,9,8,8,9,8,8,8,9
30,37,9,56987,9,8,6,7,8,7,7,7,7
8,10,9,23616,9,9,9,9,9,9,8,9,9
20,24,9,41174,9,7,5,6,7,6,6,6,5
7,21,9,35576,9,9,7,8,9,8,9,8,8
18,13,9,28918,9,8,8,7,8,8,9,8,9
13,15,9,30144,9,4,4,3,4,3,3,3,3
20,29,9,47890,9,7,7,8,7,8,7,7,9
9,14,9,29637,9,9,8,8,9,8,8,8,7
10,35,9,52757,9,7,3,5,4,4,3,4,2
16,3,9,7749,9,5,5,4,6,4,6,4,5
29,34,9,51979,9,6,5,5,2,2,5,3,2
30,39,9,60554,9,9,8,9,9,9,9,9,9
3,26,9,42825,9,6,2,6,8,6,4,2,8
17,6,9,12905,9,7,6,7,8,6,7,6,7
8,39,9,60554,9,8,6,7,7,8,8,8,8
15,3,9,7749,9,6,7,6,4,3,4,4,3
8,24,9,41174,9,7,6,6,6,4,6,4,5
15,14,9,29637,9,6,4,5,6,4,6,4,6
10,42,9,64407,9,3,2,2,1,1,1,2,1
