"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
15,50,20,72192,20,7,8,8,6,8,9,8,7
18,42,20,64407,20,9,9,8,9,8,8,8,8
8,41,20,62215,20,8,8,7,7,6,4,6,5
17,24,20,41174,20,9,9,9,8,8,7,8,8
4,49,20,71954,20,9,7,7,9,7,9,9,7
5,25,20,41584,20,9,7,7,9,9,7,8,5
28,48,20,69340,20,7,3,7,8,7,7,7,6
3,10,20,23616,20,7,5,4,4,1,6,6,1
9,31,20,49616,20,8,8,8,8,8,8,8,8
30,44,20,66742,20,8,8,8,8,8,8,8,8
2,14,20,29637,20,6,4,4,3,3,4,4,3
7,13,20,28918,20,7,9,7,8,7,9,9,7
10,34,20,51979,20,8,8,7,6,6,8,7,9
15,6,20,12905,20,8,4,8,8,9,8,8,9
16,38,20,59109,20,8,8,8,8,7,9,8,9
27,3,20,7749,20,9,7,9,9,8,9,9,9
15,28,20,45600,20,7,6,7,7,7,7,8,3
7,43,20,65009,20,9,7,9,9,8,8,8,2
8,1,20,4003,20,8,6,8,8,7,8,9,2
17,37,20,56987,20,7,5,4,5,5,1,3,4
20,12,20,28271,20,4,3,6,2,3,2,2,1
29,2,20,7144,20,7,7,7,7,8,7,8,8
20,40,20,61579,20,9,9,9,9,9,9,9,9
23,27,20,43493,20,8,8,8,8,8,8,8,8
15,33,20,51074,20,8,7,8,8,8,8,9,9
18,19,20,34366,20,8,8,7,7,8,7,8,7
3,36,20,54927,20,9,7,8,8,8,9,8,8
18,30,20,47964,20,7,9,7,7,7,7,8,8
21,20,20,34938,20,8,8,8,8,8,8,8,8
29,7,20,14854,20,7,9,8,7,7,7,8,7
3,22,20,37394,20,7,7,7,7,7,7,7,7
8,15,20,30144,20,7,7,6,6,6,5,5,5
17,5,20,11579,20,7,7,7,7,8,7,7,8
26,8,20,18269,20,6,5,5,4,4,4,4,4
11,32,20,50416,20,8,8,8,7,9,8,9,8
