"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
7,6,11,12905,11,7,3,6,6,4,6,6,5
1,24,11,41174,11,7,3,6,3,6,7,3,1
30,39,11,60554,11,6,5,6,9,8,6,7,6
15,42,11,64407,11,8,8,8,8,8,8,9,8
18,29,11,47890,11,6,6,6,6,7,6,6,6
30,3,11,7749,11,7,3,3,3,3,3,3,3
8,35,11,52757,11,9,8,8,7,7,7,7,7
25,26,11,42825,11,7,5,3,4,3,6,5,5
1,10,11,23616,11,5,3,5,5,2,5,4,1
4,34,11,51979,11,3,6,3,3,3,8,6,4
5,14,11,29637,11,9,9,9,9,9,5,9,9
8,3,11,7749,11,7,6,6,4,4,4,5,3
20,13,11,28918,11,7,8,7,7,7,7,7,7
27,21,11,35576,11,9,6,7,7,3,3,5,3
13,15,11,30144,11,9,9,9,9,9,9,9,9
25,35,11,52757,11,8,7,7,7,8,7,7,7
11,34,11,51979,11,9,4,6,6,2,5,3,2
10,10,11,23616,11,7,8,6,5,5,6,6,6
17,37,11,56987,11,8,7,8,9,9,8,8,8
27,42,11,64407,11,9,9,9,9,9,9,9,9
29,24,11,41174,11,7,6,6,6,5,7,6,6
29,29,11,47890,11,7,1,4,5,2,3,4,1
3,26,11,42825,11,8,7,6,8,9,7,9,8
10,14,11,29637,11,7,3,6,5,4,6,5,4
24,6,11,12905,11,7,3,3,4,5,4,4,2
5,39,11,60554,11,9,1,8,4,4,6,6,5
20,13,11,28918,11,9,9,9,8,8,9,9,9
16,39,11,60554,11,9,7,7,8,8,9,8,8
3,29,11,47890,11,8,5,6,6,6,2,6,2
3,26,11,42825,11,6,3,3,4,4,2,3,2
16,21,11,35576,11,9,3,9,6,4,9,7,7
28,14,11,29637,11,7,6,6,7,5,5,6,7
17,35,11,52757,11,7,7,4,3,4,9,3,3
24,34,11,51979,11,6,6,5,6,4,7,6,5
17,10,11,23616,11,6,6,5,6,6,7,6,6
27,24,11,41174,11,9,9,9,9,9,9,9,9
11,3,11,7749,11,7,6,6,3,2,4,2,1
20,37,11,56987,11,8,8,8,8,9,9,9,9
3,6,11,12905,11,8,3,5,7,5,8,6,4
4,13,11,28918,11,8,6,3,4,4,6,4,4
4,15,11,30144,11,8,9,9,9,9,7,9,8
15,15,11,30144,11,8,6,7,6,6,6,7,5
27,37,11,56987,11,6,6,7,8,5,4,5,4
10,42,11,64407,11,8,8,8,8,6,7,7,6
1,21,11,35576,11,7,3,3,1,3,5,4,1
