"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
4,18,17,33575,17,9,9,9,9,9,9,9,9
2,48,17,69340,17,9,8,8,7,5,5,5,6
13,46,17,68152,17,9,7,8,9,8,8,8,7
30,44,17,66742,17,7,7,7,7,7,7,6,7
19,1,17,4003,17,8,9,8,9,7,7,8,8
21,7,17,14854,17,7,6,7,6,6,6,6,4
27,23,17,38729,17,6,3,6,6,4,6,6,4
10,11,17,24301,17,9,8,9,9,9,8,8,2
21,3,17,7749,17,9,9,9,9,9,8,9,1
25,20,17,34938,17,9,8,8,8,8,7,8,2
9,21,17,35576,17,9,7,7,7,8,5,7,7
29,42,17,64407,17,9,9,9,7,6,7,9,4
10,43,17,65009,17,4,3,4,4,2,5,4,3
25,14,17,29637,17,7,8,3,3,6,2,4,5
14,45,17,66798,17,9,9,7,7,8,7,8,8
2,10,17,23616,17,3,6,6,7,7,9,7,7
13,47,17,69312,17,7,6,7,7,7,3,9,7
20,27,17,43493,17,7,6,7,7,6,7,8,8
16,32,17,50416,17,9,9,9,9,9,9,9,9
26,2,17,7144,17,9,8,9,9,9,9,9,9
29,22,17,37394,17,7,7,7,7,7,7,7,7
24,30,17,47964,17,8,6,8,7,7,8,8,8
25,5,17,11579,17,9,9,9,9,9,9,9,9
26,49,17,71954,17,9,8,9,8,7,8,8,8
16,34,17,51979,17,8,9,8,8,8,6,7,8
22,12,17,28271,17,7,8,7,8,8,8,7,8
25,24,17,41174,17,7,8,8,8,8,6,7,7
10,17,17,33061,17,7,6,6,6,4,4,4,5
22,19,17,34366,17,6,6,6,6,6,4,4,5
27,16,17,32930,17,7,7,6,5,5,6,6,6
4,50,17,72192,17,8,7,8,7,3,7,8,3
13,28,17,45600,17,8,7,7,7,4,7,7,6
26,31,17,49616,17,8,8,9,8,6,9,8,8
27,40,17,61579,17,8,9,6,4,4,7,7,8
6,39,17,60554,17,3,3,1,1,1,1,3,1
7,13,17,28918,17,9,8,9,9,6,7,8,3
20,6,17,12905,17,9,9,9,7,7,7,8,7
13,8,17,18269,17,9,9,9,9,7,9,9,7
16,38,17,59109,17,9,8,4,6,7,9,8,8
22,41,17,62215,17,7,8,6,9,9,5,9,7
21,47,17,69312,17,9,9,9,9,9,9,9,9
30,38,17,59109,17,8,8,8,8,8,7,7,7
12,33,17,51074,17,3,2,2,1,1,2,1,1
