"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
12,33,18,51074,18,9,9,9,9,9,9,9,9
14,25,18,41584,18,9,9,9,9,9,9,8,9
24,29,18,47890,18,9,7,7,9,8,9,9,9
19,49,18,71954,18,9,7,7,8,8,7,8,6
10,12,18,28271,18,6,5,6,4,4,5,5,6
24,4,18,10428,18,6,5,6,4,4,5,5,4
6,3,18,7749,18,9,7,7,9,9,7,7,7
9,27,18,43493,18,9,7,9,9,9,9,9,9
16,11,18,24301,18,7,7,7,9,9,8,8,7
1,26,18,42825,18,6,5,4,3,1,8,1,2
24,47,18,69312,18,9,9,9,9,9,9,9,9
2,17,18,33061,18,8,2,7,7,7,4,6,4
20,14,18,29637,18,8,4,7,9,6,7,7,8
1,30,18,47964,18,8,6,8,8,8,8,8,8
23,21,18,35576,18,8,7,8,8,8,8,8,1
28,5,18,11579,18,9,7,8,9,8,7,8,3
3,1,18,4003,18,7,8,8,6,6,8,7,5
4,16,18,32930,18,8,8,7,8,8,8,8,9
11,24,18,41174,18,9,8,6,6,7,7,7,7
29,37,18,56987,18,8,7,7,7,8,7,8,8
16,18,18,33575,18,7,8,6,9,9,8,8,9
3,28,18,45600,18,5,6,6,5,5,5,7,6
4,39,18,60554,18,9,7,7,4,8,7,8,7
7,8,18,18269,18,8,5,6,6,4,6,6,6
13,36,18,54927,18,9,7,8,9,8,8,8,8
27,34,18,51979,18,7,6,6,8,7,8,7,8
30,22,18,37394,18,9,8,8,9,9,8,8,9
6,19,18,34366,18,7,7,9,8,8,7,8,9
8,13,18,28918,18,9,9,8,7,7,7,7,8
21,15,18,30144,18,7,7,7,9,9,7,9,8
18,31,18,49616,18,7,7,7,8,8,8,7,7
22,7,18,14854,18,9,9,9,9,8,8,9,8
29,35,18,52757,18,9,9,9,9,8,8,9,8
11,20,18,34938,18,7,7,3,3,3,3,1,3
10,50,18,72192,18,9,9,9,8,6,9,8,6
11,38,18,59109,18,9,7,8,7,7,9,8,8
14,23,18,38729,18,9,9,9,9,9,9,9,9
11,48,18,69340,18,8,8,9,9,9,8,9,7
16,43,18,65009,18,8,8,7,8,8,7,8,7
24,7,18,14854,18,8,7,5,7,5,6,7,3
28,6,18,12905,18,9,9,9,8,9,7,8,9
14,32,18,50416,18,9,7,7,9,9,8,9,6
12,38,18,59109,18,9,9,9,9,9,8,9,9
25,17,18,33061,18,8,9,9,8,8,9,9,8
19,48,18,69340,18,7,5,7,6,6,6,6,7
18,42,18,64407,18,7,7,7,7,7,7,7,7
6,30,18,47964,18,8,8,6,6,5,7,6,5
27,8,18,18269,18,8,8,8,6,5,7,7,7
29,49,18,71954,18,8,7,7,7,7,7,7,7
1,15,18,30144,18,9,9,9,5,9,9,9,9
7,28,18,45600,18,8,9,9,8,8,8,8,8
9,26,18,42825,18,9,7,7,7,5,6,6,6
21,22,18,37394,18,9,9,9,9,9,1,9,9
27,34,18,51979,18,9,9,9,9,7,1,8,8
4,2,18,7144,18,8,4,8,8,8,8,8,8
8,21,18,35576,18,8,4,8,8,8,8,8,7
4,9,18,19228,18,8,8,9,9,8,8,9,9
8,16,18,32930,18,9,8,8,8,7,8,8,8
20,31,18,49616,18,9,9,9,9,7,8,8,8
25,27,18,43493,18,8,8,8,8,7,7,7,8
6,12,18,28271,18,8,9,7,7,8,9,8,8
10,43,18,65009,18,9,9,9,9,9,9,9,9
26,39,18,60554,18,9,6,9,9,9,9,9,9
27,44,18,66742,18,9,9,9,9,9,9,9,9
4,24,18,41174,18,9,9,9,8,8,8,9,9
10,19,18,34366,18,9,2,8,8,7,6,7,7
29,4,18,10428,18,7,8,7,6,5,7,6,6
15,33,18,51074,18,9,7,7,7,7,5,7,7
18,47,18,69312,18,9,6,7,7,6,6,6,6
22,18,18,33575,18,9,6,7,7,7,7,7,7
28,13,18,28918,18,7,8,8,7,5,6,7,7
1,46,18,68152,18,7,6,7,4,7,3,4,3
3,36,18,54927,18,7,4,6,3,2,2,4,4
10,37,18,56987,18,7,7,6,6,8,7,7,7
21,50,18,72192,18,8,8,7,7,7,7,7,6
22,32,18,50416,18,7,6,4,5,6,4,6,4
17,6,18,12905,18,7,8,7,7,7,8,7,8
20,20,18,34938,18,7,4,6,5,3,7,5,4
7,41,18,62215,18,9,8,6,5,5,6,6,4
23,5,18,11579,18,7,5,5,5,5,4,4,4
26,40,18,61579,18,7,6,5,4,2,6,5,2
7,23,18,38729,18,7,8,8,9,9,8,9,9
8,25,18,41584,18,9,7,9,9,7,8,8,9
19,10,18,23616,18,8,9,8,9,9,9,9,9
30,26,18,42825,18,9,8,7,8,9,8,9,9
3,48,18,69340,18,9,4,8,8,7,8,7,7
10,4,18,10428,18,9,8,8,7,7,6,7,8
15,3,18,7749,18,9,9,9,9,9,9,9,9
9,19,18,34366,18,9,8,7,7,7,8,7,8
14,34,18,51979,18,9,8,8,8,7,9,8,8
23,40,18,61579,18,8,7,7,7,6,9,7,7
5,1,18,4003,18,8,6,7,7,7,7,6,6
9,30,18,47964,18,6,7,7,7,8,7,7,6
20,41,18,62215,18,8,8,8,9,8,7,8,7
11,8,18,18269,18,9,9,9,9,9,9,9,9
17,15,18,30144,18,6,4,6,8,8,4,6,6
27,37,18,56987,18,6,4,6,6,7,6,6,8
29,28,18,45600,18,7,6,7,7,6,4,6,7
1,12,18,28271,18,7,5,4,4,3,3,3,2
4,11,18,24301,18,7,8,7,7,6,7,7,5
11,14,18,29637,18,8,7,6,8,7,7,7,6
15,38,18,59109,18,7,6,7,7,6,6,6,6
25,47,18,69312,18,8,8,8,8,7,8,8,7
7,6,18,12905,18,9,9,8,9,8,9,8,8
27,2,18,7144,18,8,6,8,8,8,8,8,7
16,7,18,14854,18,8,3,3,7,6,6,6,6
9,35,18,52757,18,9,9,8,7,8,8,8,6
11,29,18,47890,18,9,7,9,9,9,9,9,8
25,33,18,51074,18,8,8,8,6,7,8,7,5
6,27,18,43493,18,6,5,6,6,5,7,7,6
19,24,18,41174,18,5,6,6,7,7,6,6,6
14,23,18,38729,18,8,7,7,7,8,8,8,8
25,20,18,34938,18,9,3,3,3,4,3,5,8
8,5,18,11579,18,7,8,7,7,7,7,7,6
17,25,18,41584,18,9,9,9,9,9,9,9,9
4,9,18,19228,18,9,8,9,9,9,9,9,9
21,31,18,49616,18,9,9,9,9,9,9,9,9
24,11,18,24301,18,6,5,1,6,4,1,3,7
24,21,18,35576,18,9,8,8,9,7,5,9,9
2,22,18,37394,18,7,7,7,8,8,7,8,8
25,1,18,4003,18,8,7,8,8,8,9,8,9
20,44,18,66742,18,9,9,9,5,6,7,6,7
21,41,18,62215,18,9,9,9,6,6,6,5,4
1,46,18,68152,18,7,7,6,8,7,6,7,7
28,50,18,72192,18,7,6,7,6,7,6,7,8
5,39,18,60554,18,9,9,9,9,9,9,9,9
6,10,18,23616,18,9,9,9,9,9,9,9,9
1,42,18,64407,18,7,8,7,6,5,6,6,4
3,45,18,66798,18,9,9,8,9,8,6,7,8
15,36,18,54927,18,8,8,7,8,6,6,7,6
25,32,18,50416,18,7,8,8,8,4,7,8,7
28,14,18,29637,18,7,8,8,8,8,7,7,8
24,18,18,33575,18,8,7,7,7,8,7,7,7
20,17,18,33061,18,6,6,2,2,2,6,2,3
14,40,18,61579,18,8,8,8,9,9,6,8,9
22,3,18,7749,18,9,9,9,8,8,4,7,8
25,44,18,66742,18,6,6,6,5,6,4,6,4
6,29,18,47890,18,8,5,7,7,3,7,6,7
14,42,18,64407,18,8,9,8,7,8,8,8,8
23,16,18,32930,18,6,2,5,5,2,5,4,5
9,9,18,19228,18,9,5,7,7,7,6,7,6
20,2,18,7144,18,6,6,6,6,4,3,5,5
3,49,18,71954,18,7,6,6,6,4,6,5,4
17,10,18,23616,18,8,8,6,6,7,7,6,6
13,43,18,65009,18,7,7,6,7,6,7,7,6
21,13,18,28918,18,7,7,4,7,4,7,5,3
8,45,18,66798,18,9,9,9,9,5,7,7,6
11,46,18,68152,18,9,3,7,7,3,8,7,6
17,35,18,52757,18,9,5,8,9,8,9,7,6
17,45,18,66798,18,7,7,7,7,7,7,7,7
