"Q_part_1","Q_part_2","Q_part_3","Q_part_4","Q_part_5","Q_part_6","Q_part_7","Q_part_8","Q_part_9","Q_part_10","Q_part_11","Q_part_12","Q_part_13"
29,26,10,42825,10,7,3,7,7,4,7,5,4
15,6,10,12905,10,7,6,7,8,6,7,7,6
11,42,10,64407,10,6,4,6,6,6,4,6,6
15,34,10,51979,10,4,3,3,7,6,5,6,6
30,39,10,60554,10,7,6,6,6,6,5,5,6
18,3,10,7749,10,7,3,7,8,5,8,7,8
20,14,10,29637,10,9,1,7,8,6,9,7,7
7,29,10,47890,10,7,4,6,3,4,6,4,4
22,15,10,30144,10,8,7,8,8,7,8,6,7
6,37,10,56987,10,9,8,7,9,6,7,7,7
2,10,10,23616,10,9,9,9,8,9,7,9,8
9,21,10,35576,10,7,9,9,9,9,5,9,9
3,29,10,47890,10,9,9,9,9,9,9,9,9
4,6,10,12905,10,9,8,8,9,8,1,9,9
11,3,10,7749,10,7,7,7,6,6,3,4,7
23,42,10,64407,10,7,7,7,6,7,5,6,7
29,39,10,60554,10,7,6,6,7,7,7,7,7
18,35,10,52757,10,9,7,7,8,7,9,8,7
23,34,10,51979,10,9,9,9,9,7,9,7,7
14,37,10,56987,10,9,6,6,7,5,5,6,6
9,24,10,41174,10,9,4,5,7,3,6,6,3
16,10,10,23616,10,7,4,4,6,4,6,5,3
20,21,10,35576,10,9,8,7,8,7,9,9,9
20,13,10,28918,10,8,9,9,8,9,9,9,8
5,6,10,12905,10,9,7,9,9,9,6,9,9
1,26,10,42825,10,3,3,3,3,2,3,3,2
2,10,10,23616,10,7,7,7,8,6,6,6,6
23,24,10,41174,10,8,8,8,7,8,7,8,8
2,14,10,29637,10,8,1,6,6,2,7,5,3
4,3,10,7749,10,7,1,5,6,2,6,5,4
26,35,10,52757,10,8,8,6,4,6,5,5,6
23,13,10,28918,10,4,3,4,7,4,5,3,3
6,21,10,35576,10,9,9,9,2,6,7,7,7
19,14,10,29637,10,9,9,9,9,9,9,9,9
4,26,10,42825,10,9,8,9,6,7,8,8,8
7,29,10,47890,10,9,8,9,9,9,9,9,9
19,37,10,56987,10,7,4,6,7,6,7,6,7
11,24,10,41174,10,9,9,9,9,7,6,5,4
12,42,10,64407,10,9,5,7,9,7,7,7,9
16,13,10,28918,10,7,4,7,6,6,5,6,6
19,35,10,52757,10,6,6,6,4,3,4,5,4
23,34,10,51979,10,6,7,6,7,4,5,6,4
29,15,10,30144,10,6,6,6,6,3,6,4,3
4,15,10,30144,10,8,6,7,8,8,7,8,7
12,39,10,60554,10,3,3,3,7,6,6,3,6
